Дата;Цена
05.10.2017;96.55
04.10.2017;96.33
03.10.2017;96.50
02.10.2017;97.18
29.09.2017;96.74
28.09.2017;96.82
27.09.2017;97.32
26.09.2017;96.87
25.09.2017;96.29
22.09.2017;94.55
21.09.2017;93.89
20.09.2017;94.18
19.09.2017;93.13
18.09.2017;93.05
15.09.2017;93.22
14.09.2017;91.78
13.09.2017;91.10
12.09.2017;88.47
11.09.2017;87.93
08.09.2017;86.78
07.09.2017;88.60
06.09.2017;87.85
05.09.2017;85.87
01.09.2017;85.65
31.08.2017;84.99
30.08.2017;83.67
29.08.2017;83.15
28.08.2017;83.40
25.08.2017;84.51
24.08.2017;84.62
23.08.2017;85.11
22.08.2017;84.24
21.08.2017;83.69
18.08.2017;84.09
17.08.2017;83.38
16.08.2017;84.98
15.08.2017;87.02
14.08.2017;87.99
11.08.2017;88.53
10.08.2017;89.12
09.08.2017;90.35
08.08.2017;91.15
07.08.2017;89.67
04.08.2017;90.45
03.08.2017;88.90
02.08.2017;92.32
01.08.2017;94.46
31.07.2017;95.14
28.07.2017;95.42
27.07.2017;95.98
26.07.2017;94.75
25.07.2017;94.87
24.07.2017;93.31
21.07.2017;92.91
20.07.2017;93.66
19.07.2017;94.31
18.07.2017;91.70
17.07.2017;91.90
14.07.2017;91.87
13.07.2017;91.81
12.07.2017;90.57
11.07.2017;90.63
10.07.2017;89.62
07.07.2017;88.44
06.07.2017;88.63
05.07.2017;90.30
03.07.2017;92.37
30.06.2017;90.52
29.06.2017;90.00
28.06.2017;89.02
27.06.2017;88.00
26.06.2017;87.39
23.06.2017;87.79
22.06.2017;87.69
21.06.2017;87.12
20.06.2017;87.85
19.06.2017;88.07
16.06.2017;88.52
15.06.2017;87.04
14.06.2017;88.93
13.06.2017;90.56
12.06.2017;89.88
09.06.2017;90.08
08.06.2017;88.11
07.06.2017;88.15
06.06.2017;90.83
05.06.2017;89.20
02.06.2017;89.68
01.06.2017;90.40
31.05.2017;90.31
30.05.2017;89.62
26.05.2017;91.22
25.05.2017;91.02
24.05.2017;92.67
23.05.2017;92.53
22.05.2017;93.11
19.05.2017;93.81
18.05.2017;91.69
17.05.2017;92.95
16.05.2017;93.83
15.05.2017;94.73
12.05.2017;94.70
11.05.2017;94.28
10.05.2017;94.54
09.05.2017;91.64
08.05.2017;91.69
05.05.2017;90.88
04.05.2017;88.60
03.05.2017;91.76
02.05.2017;91.87
01.05.2017;92.03
28.04.2017;92.50
27.04.2017;93.00
26.04.2017;94.31
25.04.2017;95.27
24.04.2017;93.74
21.04.2017;93.58
20.04.2017;93.30
19.04.2017;93.29
18.04.2017;94.83
17.04.2017;95.74
13.04.2017;95.64
12.04.2017;97.49
11.04.2017;97.88
10.04.2017;98.57
07.04.2017;97.36
06.04.2017;98.05
05.04.2017;97.58
04.04.2017;98.25
03.04.2017;96.96
31.03.2017;97.55
30.03.2017;97.17
29.03.2017;97.00
28.03.2017;95.29
27.03.2017;93.38
24.03.2017;94.86
23.03.2017;94.81
22.03.2017;94.65
21.03.2017;94.53
20.03.2017;96.22
17.03.2017;96.43
16.03.2017;95.83
15.03.2017;97.06
14.03.2017;94.59
13.03.2017;94.95
10.03.2017;94.79
09.03.2017;95.70
08.03.2017;94.83
07.03.2017;99.53
06.03.2017;100.07
03.03.2017;98.57
02.03.2017;98.47
01.03.2017;100.05
28.02.2017;96.99
27.02.2017;97.91
24.02.2017;96.30
23.02.2017;97.57
22.02.2017;97.53
21.02.2017;99.47
17.02.2017;99.03
16.02.2017;100.17
15.02.2017;100.75
14.02.2017;101.23
13.02.2017;100.35
10.02.2017;101.44
09.02.2017;99.81
08.02.2017;98.14
07.02.2017;97.19
06.02.2017;99.70
03.02.2017;100.94
02.02.2017;99.71
01.02.2017;101.00
31.01.2017;101.58
30.01.2017;101.20
27.01.2017;102.90
26.01.2017;104.39
25.01.2017;103.90
24.01.2017;103.68
23.01.2017;103.46
20.01.2017;105.47
19.01.2017;105.19
18.01.2017;105.40
17.01.2017;105.48
13.01.2017;105.39
12.01.2017;105.37
11.01.2017;104.92
10.01.2017;103.40
09.01.2017;103.02
06.01.2017;105.21
05.01.2017;104.18
04.01.2017;103.62
03.01.2017;103.54
