Дата;Цена
15.09.2017;122.50
14.09.2017;123.33
13.09.2017;123.55
12.09.2017;121.99
11.09.2017;121.00
08.09.2017;120.34
07.09.2017;117.95
06.09.2017;117.14
05.09.2017;116.00
04.09.2017;117.00
01.09.2017;117.40
31.08.2017;117.97
30.08.2017;118.20
29.08.2017;118.30
28.08.2017;118.75
25.08.2017;117.85
24.08.2017;116.56
23.08.2017;115.75
22.08.2017;116.00
21.08.2017;115.92
18.08.2017;116.00
17.08.2017;116.22
16.08.2017;116.75
15.08.2017;117.59
14.08.2017;117.40
11.08.2017;116.93
10.08.2017;118.05
09.08.2017;118.68
08.08.2017;119.67
07.08.2017;119.50
04.08.2017;119.45
03.08.2017;119.58
02.08.2017;119.09
01.08.2017;117.99
31.07.2017;116.10
28.07.2017;116.90
27.07.2017;118.68
26.07.2017;119.00
25.07.2017;118.40
24.07.2017;119.17
21.07.2017;118.95
20.07.2017;120.60
19.07.2017;120.11
18.07.2017;124.49
17.07.2017;125.14
14.07.2017;125.00
13.07.2017;125.55
12.07.2017;124.87
11.07.2017;124.78
10.07.2017;124.25
07.07.2017;123.00
06.07.2017;122.68
05.07.2017;122.70
04.07.2017;122.73
03.07.2017;119.86
30.06.2017;118.49
29.06.2017;119.16
28.06.2017;119.70
27.06.2017;119.35
26.06.2017;118.67
23.06.2017;119.10
22.06.2017;119.55
21.06.2017;117.97
20.06.2017;117.44
19.06.2017;117.33
16.06.2017;116.02
15.06.2017;115.49
14.06.2017;115.35
13.06.2017;118.15
09.06.2017;120.50
08.06.2017;119.30
07.06.2017;118.92
06.06.2017;119.05
05.06.2017;119.00
02.06.2017;119.69
01.06.2017;118.00
31.05.2017;120.28
30.05.2017;122.10
29.05.2017;123.11
26.05.2017;122.20
25.05.2017;121.61
24.05.2017;122.00
23.05.2017;123.23
22.05.2017;122.52
19.05.2017;124.19
18.05.2017;126.90
17.05.2017;132.07
16.05.2017;131.13
15.05.2017;131.50
12.05.2017;132.50
11.05.2017;131.10
10.05.2017;134.19
05.05.2017;134.41
04.05.2017;134.93
03.05.2017;135.81
02.05.2017;136.52
28.04.2017;136.75
27.04.2017;133.41
26.04.2017;133.43
25.04.2017;130.20
24.04.2017;128.00
21.04.2017;123.00
20.04.2017;121.99
19.04.2017;121.55
18.04.2017;122.22
17.04.2017;123.70
14.04.2017;122.85
13.04.2017;124.54
12.04.2017;125.05
11.04.2017;126.00
10.04.2017;126.16
07.04.2017;128.72
06.04.2017;130.50
05.04.2017;130.69
04.04.2017;128.81
03.04.2017;127.21
31.03.2017;127.90
30.03.2017;128.49
29.03.2017;128.81
28.03.2017;129.20
27.03.2017;128.80
24.03.2017;130.05
23.03.2017;130.99
22.03.2017;131.65
21.03.2017;129.30
20.03.2017;128.79
17.03.2017;128.94
16.03.2017;128.05
15.03.2017;127.60
14.03.2017;128.80
13.03.2017;129.93
10.03.2017;128.78
09.03.2017;129.00
07.03.2017;132.89
06.03.2017;134.60
03.03.2017;134.80
02.03.2017;131.30
01.03.2017;133.85
28.02.2017;134.00
27.02.2017;135.07
24.02.2017;136.75
22.02.2017;136.68
21.02.2017;138.35
20.02.2017;138.50
17.02.2017;138.12
16.02.2017;139.16
15.02.2017;139.72
14.02.2017;140.62
13.02.2017;141.20
10.02.2017;140.50
09.02.2017;142.11
08.02.2017;145.20
07.02.2017;148.70
06.02.2017;148.50
03.02.2017;149.35
02.02.2017;148.80
01.02.2017;149.65
31.01.2017;149.80
30.01.2017;150.80
27.01.2017;154.09
26.01.2017;150.49
25.01.2017;147.65
24.01.2017;150.15
23.01.2017;148.10
20.01.2017;149.70
19.01.2017;150.85
18.01.2017;152.86
17.01.2017;153.65
16.01.2017;155.81
13.01.2017;157.95
12.01.2017;157.25
11.01.2017;157.01
10.01.2017;157.97
09.01.2017;154.40
06.01.2017;154.10
05.01.2017;154.00
04.01.2017;157.44
03.01.2017;157.70
